experiment_id,trial_id,timestamp,curve_name,curve_description,elo,tolerance,cp_loss,soundness_score,tol_at_min_elo,tol_at_max_elo
exp7,175,2026-02-25T14:04:23.321969+00:00,extended_elo,Extended ELO range: 130 (ELO 200) to 40 (ELO 1800),800,96.2,200,12,130.0,40.0
exp7,176,2026-02-25T14:04:23.321970+00:00,extended_elo,Extended ELO range: 130 (ELO 200) to 40 (ELO 1800),800,96.2,300,4,130.0,40.0
exp7,177,2026-02-25T14:04:23.321972+00:00,extended_elo,Extended ELO range: 130 (ELO 200) to 40 (ELO 1800),1000,85.0,0,100,130.0,40.0
exp7,178,2026-02-25T14:04:23.321974+00:00,extended_elo,Extended ELO range: 130 (ELO 200) to 40 (ELO 1800),1000,85.0,10,88,130.0,40.0
exp7,179,2026-02-25T14:04:23.321975+00:00,extended_elo,Extended ELO range: 130 (ELO 200) to 40 (ELO 1800),1000,85.0,30,70,130.0,40.0
exp7,180,2026-02-25T14:04:23.321977+00:00,extended_elo,Extended ELO range: 130 (ELO 200) to 40 (ELO 1800),1000,85.0,50,55,130.0,40.0
exp7,181,2026-02-25T14:04:23.321978+00:00,extended_elo,Extended ELO range: 130 (ELO 200) to 40 (ELO 1800),1000,85.0,80,39,130.0,40.0
exp7,182,2026-02-25T14:04:23.321980+00:00,extended_elo,Extended ELO range: 130 (ELO 200) to 40 (ELO 1800),1000,85.0,120,24,130.0,40.0
exp7,183,2026-02-25T14:04:23.321981+00:00,extended_elo,Extended ELO range: 130 (ELO 200) to 40 (ELO 1800),1000,85.0,200,9,130.0,40.0
exp7,184,2026-02-25T14:04:23.321983+00:00,extended_elo,Extended ELO range: 130 (ELO 200) to 40 (ELO 1800),1000,85.0,300,2,130.0,40.0
exp7,185,2026-02-25T14:04:23.321984+00:00,extended_elo,Extended ELO range: 130 (ELO 200) to 40 (ELO 1800),1200,73.8,0,100,130.0,40.0
exp7,186,2026-02-25T14:04:23.321986+00:00,extended_elo,Extended ELO range: 130 (ELO 200) to 40 (ELO 1800),1200,73.8,10,87,130.0,40.0
exp7,187,2026-02-25T14:04:23.321987+00:00,extended_elo,Extended ELO range: 130 (ELO 200) to 40 (ELO 1800),1200,73.8,30,66,130.0,40.0
exp7,188,2026-02-25T14:04:23.321989+00:00,extended_elo,Extended ELO range: 130 (ELO 200) to 40 (ELO 1800),1200,73.8,50,50,130.0,40.0
exp7,189,2026-02-25T14:04:23.321990+00:00,extended_elo,Extended ELO range: 130 (ELO 200) to 40 (ELO 1800),1200,73.8,80,33,130.0,40.0
exp7,190,2026-02-25T14:04:23.321992+00:00,extended_elo,Extended ELO range: 130 (ELO 200) to 40 (ELO 1800),1200,73.8,120,19,130.0,40.0
exp7,191,2026-02-25T14:04:23.321993+00:00,extended_elo,Extended ELO range: 130 (ELO 200) to 40 (ELO 1800),1200,73.8,200,6,130.0,40.0
exp7,192,2026-02-25T14:04:23.321995+00:00,extended_elo,Extended ELO range: 130 (ELO 200) to 40 (ELO 1800),1200,73.8,300,1,130.0,40.0
